product_id,description,Feature1,Feature2,Feature3
P0178,Product 178 with features like ['premium' 'premium'],83.67395367524287,42.14301137062369,14.76872646067343
P0179,Product 179 with features like ['reliable' 'reliable'],4.305165341828252,61.92170923194384,45.2915654371127
P0180,Product 180 with features like ['fast' 'premium'],84.5045363091632,49.727849535038104,23.35050809774442
P0181,Product 181 with features like ['premium' 'premium'],86.35747628826904,35.49281496654307,83.76117195755648
P0182,Product 182 with features like ['reliable' 'fast'],72.8969037485345,51.99042974064682,42.91598231078533
P0183,Product 183 with features like ['lightweight' 'reliable'],69.60538313842179,91.41630236761725,88.4952261832519
P0184,Product 184 with features like ['reliable' 'durable'],48.004946512913776,83.92975019488966,42.773899744113265
P0185,Product 185 with features like ['durable' 'durable'],92.77967751587512,39.8412773633609,21.406987327071384
P0186,Product 186 with features like ['lightweight' 'durable'],86.63671447433879,49.87769165933081,79.54906107734287
P0187,Product 187 with features like ['lightweight' 'reliable'],8.329340395532395,1.529554599183761,89.84997129709949
P0188,Product 188 with features like ['premium' 'lightweight'],99.57396513112965,27.010706542291032,30.035033260238592
P0189,Product 189 with features like ['reliable' 'premium'],25.150543852442745,96.65430016312696,93.57872235286071
P0190,Product 190 with features like ['lightweight' 'premium'],24.106214498200867,39.82499588756687,32.14872264661948
P0191,Product 191 with features like ['fast' 'reliable'],86.37873365270644,4.846442070369885,48.50361565453941
P0192,Product 192 with features like ['premium' 'lightweight'],55.52982350380155,36.60075242606422,82.56412017235819
P0193,Product 193 with features like ['premium' 'fast'],26.848164912085927,6.884996169028295,5.128971755684596
P0194,Product 194 with features like ['durable' 'premium'],8.471110709772432,1.0860161492764848,3.889235371991338
P0195,Product 195 with features like ['lightweight' 'lightweight'],29.322809946783472,83.20505419559305,4.428475015275205
P0196,Product 196 with features like ['fast' 'durable'],96.64652740666217,50.26653235661396,70.4564091841783
P0197,Product 197 with features like ['lightweight' 'reliable'],9.969812831757547,17.929589497637426,90.01432778714143
P0198,Product 198 with features like ['premium' 'lightweight'],51.96784586731446,95.65041884076491,10.342760708739023
P0199,Product 199 with features like ['lightweight' 'fast'],1.5784015557289708,20.991638861356513,17.082464660421877
P0200,Product 200 with features like ['durable' 'durable'],44.93114396983263,56.62548737055304,26.019071297238415
P0201,Product 201 with features like ['fast' 'premium'],74.86386107808711,92.78392965505257,62.385495242991595
P0202,Product 202 with features like ['lightweight' 'premium'],77.10035862747631,9.546324555598137,30.68384377606751
P0203,Product 203 with features like ['fast' 'reliable'],46.80136482145903,71.68083307866941,82.9236375024922
P0204,Product 204 with features like ['lightweight' 'lightweight'],63.773804635817505,26.244264403336043,59.40346740531631
P0205,Product 205 with features like ['reliable' 'premium'],53.491787281836714,91.23380086429287,78.45346416870184
P0206,Product 206 with features like ['premium' 'premium'],58.48639164091853,88.92375715849114,2.165490924624712
P0207,Product 207 with features like ['durable' 'durable'],35.46046040085578,53.64238810512937,98.78381328522136
P0208,Product 208 with features like ['premium' 'reliable'],30.109389846000123,15.96921667747856,28.693319944557782
P0209,Product 209 with features like ['durable' 'premium'],95.23613939132858,99.98140836864353,30.549179477210778
P0210,Product 210 with features like ['fast' 'premium'],19.49730455698477,24.315315221406458,58.08222130297028
P0211,Product 211 with features like ['fast' 'lightweight'],41.79229934775099,95.49452785843164,57.73735301084675
P0212,Product 212 with features like ['durable' 'fast'],99.80949425933858,27.8193810768137,65.68084445709002
P0213,Product 213 with features like ['durable' 'fast'],9.997267139438625,21.9112036002013,48.35905745442861
P0214,Product 214 with features like ['durable' 'fast'],54.58507443606874,2.3235596764674162,47.0462286903036
P0215,Product 215 with features like ['durable' 'lightweight'],21.68357083900303,74.41782111749102,50.91157486034217
P0216,Product 216 with features like ['reliable' 'fast'],55.6231250236955,78.3070875203783,43.2709339853801
P0217,Product 217 with features like ['premium' 'fast'],66.1317515154165,86.17109113802894,79.0675245881442
P0218,Product 218 with features like ['premium' 'reliable'],64.7842847843815,88.06500427890512,85.68941251812593
P0219,Product 219 with features like ['durable' 'premium'],19.41126576040096,27.8920348558708,55.08068480222677
P0220,Product 220 with features like ['durable' 'premium'],1.9446291787173755,74.90527667226702,84.74970011260557
P0221,Product 221 with features like ['lightweight' 'premium'],17.016702397242756,36.135646104510755,60.26643423200209
P0222,Product 222 with features like ['durable' 'durable'],77.37306768157477,65.53901151955048,51.15648889652999
P0223,Product 223 with features like ['reliable' 'premium'],66.87411846074615,69.97876868000807,42.309139778094604
P0224,Product 224 with features like ['durable' 'fast'],14.37535627524939,8.647251842242687,79.77833998430057
P0225,Product 225 with features like ['lightweight' 'lightweight'],73.40969390709962,47.0081241523453,34.24649276718537
P0226,Product 226 with features like ['reliable' 'durable'],3.0663033238100907,57.74778840130676,43.63608997057203
P0227,Product 227 with features like ['lightweight' 'lightweight'],95.8617316349631,44.9466400972411,85.04902981082856
P0228,Product 228 with features like ['durable' 'premium'],87.84729157204849,63.894638034204654,2.865586533794214
P0229,Product 229 with features like ['fast' 'lightweight'],55.25307681164123,8.567694307350576,85.05635738770609
P0230,Product 230 with features like ['lightweight' 'reliable'],58.55955185684225,99.09379013958355,81.6046523172548
P0231,Product 231 with features like ['reliable' 'reliable'],37.697212096393,83.93791260666895,67.73398148056927
P0232,Product 232 with features like ['lightweight' 'durable'],31.345078067568483,8.692896081243395,16.924009750871324
P0233,Product 233 with features like ['durable' 'fast'],89.7064350219979,74.15438128041532,9.603028565819317
P0234,Product 234 with features like ['premium' 'reliable'],60.506304984072486,47.47130452815923,9.377232834830517
P0235,Product 235 with features like ['durable' 'premium'],59.55639505769561,82.27244059187326,24.93632588161875
P0236,Product 236 with features like ['fast' 'premium'],1.1986168750875983,41.432507081566484,41.013979742981384
P0237,Product 237 with features like ['reliable' 'reliable'],7.893569627935377,14.161840788519264,3.2955300826733986
P0238,Product 238 with features like ['reliable' 'premium'],36.86159030937401,66.03568177676483,9.097198682022029
P0239,Product 239 with features like ['durable' 'premium'],71.24284765912844,2.5644448857495052,41.34416812672199
P0240,Product 240 with features like ['reliable' 'durable'],13.239936887824307,8.567404953600427,61.39664972684607
P0241,Product 241 with features like ['reliable' 'durable'],52.21644994284834,14.940682220794146,38.417376085859
P0242,Product 242 with features like ['durable' 'durable'],34.24028656145999,47.76511177413363,47.992274450219405
P0243,Product 243 with features like ['durable' 'reliable'],84.64581478691282,40.080207384685956,86.41845118633319
P0244,Product 244 with features like ['durable' 'reliable'],23.9929730037581,15.932667365473328,32.747746756980234
P0245,Product 245 with features like ['premium' 'premium'],10.065527205743146,97.05192970974737,24.812028198625168
P0246,Product 246 with features like ['lightweight' 'lightweight'],10.749350882319254,38.28406627970993,4.554272490376259
P0247,Product 247 with features like ['premium' 'durable'],75.51386425074588,27.254131159764533,55.22288401163663
P0248,Product 248 with features like ['premium' 'reliable'],99.52290277672905,20.34304292941951,2.465333933523599
P0249,Product 249 with features like ['fast' 'lightweight'],54.69035871180573,20.314168678671184,19.363947369193628
P0250,Product 250 with features like ['reliable' 'reliable'],97.13723833434044,30.642542238682896,52.431012798979744
P0251,Product 251 with features like ['reliable' 'premium'],68.10684214808221,99.24220348948397,66.24930600244998
P0252,Product 252 with features like ['durable' 'durable'],14.044117022344613,47.029712790834004,16.432055711960643
P0253,Product 253 with features like ['reliable' 'premium'],51.505668781102514,65.57597996396679,19.701138333592557
P0254,Product 254 with features like ['lightweight' 'fast'],30.299647718146886,7.445677006917254,13.728626609769547
P0255,Product 255 with features like ['premium' 'fast'],51.86478771076356,78.23106945188114,87.28707152935007
P0256,Product 256 with features like ['reliable' 'premium'],94.15776218437681,79.87952171933894,67.86596764552546
P0257,Product 257 with features like ['reliable' 'lightweight'],5.842270471269038,35.65595973568166,46.227629912029954
P0258,Product 258 with features like ['durable' 'reliable'],92.17212898250285,28.130478920131786,81.85749976457531
P0259,Product 259 with features like ['fast' 'fast'],10.868450401316995,48.90058952870986,30.271475285037425
P0260,Product 260 with features like ['durable' 'reliable'],69.44821871389716,90.68170023554559,15.524296563818886
P0261,Product 261 with features like ['durable' 'durable'],92.11599390462149,3.714844484112341,54.18646579785003
P0262,Product 262 with features like ['reliable' 'lightweight'],8.877434422819938,51.99732712680227,32.16085352465312
P0263,Product 263 with features like ['fast' 'lightweight'],79.36479288122216,27.419283118479797,77.53508562660998
P0264,Product 264 with features like ['fast' 'lightweight'],3.486571716393847,35.305642137599534,71.18359529547507
P0265,Product 265 with features like ['premium' 'reliable'],38.81381238594964,47.06428575393486,31.846276088673612
P0266,Product 266 with features like ['premium' 'lightweight'],96.22354313320614,52.488313775665404,41.38567295767676
P0267,Product 267 with features like ['lightweight' 'premium'],27.50751665534137,21.771700619154903,29.26598255141551
P0268,Product 268 with features like ['reliable' 'fast'],42.01754739652266,57.29743754953956,9.967081788712942
P0269,Product 269 with features like ['lightweight' 'premium'],22.66074672155282,98.39977340147755,61.242228624425806
P0270,Product 270 with features like ['reliable' 'lightweight'],19.135889442562053,36.75221098900216,11.789170840781527
P0271,Product 271 with features like ['lightweight' 'premium'],92.1190699579926,58.32429389777297,40.16629035801327
P0272,Product 272 with features like ['reliable' 'fast'],61.701819348304255,70.24010155249543,73.33383864165557
P0273,Product 273 with features like ['fast' 'reliable'],11.0214468460697,69.68427801971407,82.63174272384812
P0274,Product 274 with features like ['lightweight' 'premium'],58.44610635276333,84.37243686247253,38.37788551281365
P0275,Product 275 with features like ['lightweight' 'lightweight'],60.832709830924756,63.28273001405152,70.78944593641587
P0276,Product 276 with features like ['durable' 'fast'],39.226158401607044,39.77703737320188,60.16591730691309
P0277,Product 277 with features like ['reliable' 'reliable'],31.75465103348711,62.27514010070115,43.73274150441787
P0278,Product 278 with features like ['reliable' 'lightweight'],50.49448768894748,15.098669897834952,60.02473857387651
P0279,Product 279 with features like ['lightweight' 'fast'],94.29152981964069,84.95575872974614,34.3184743793978
P0280,Product 280 with features like ['premium' 'lightweight'],62.591154406636925,64.73302880577961,16.977353215544987
P0281,Product 281 with features like ['reliable' 'reliable'],29.331837572324275,60.90655768699349,41.18079012989763
P0282,Product 282 with features like ['lightweight' 'premium'],70.79287494043123,69.02983956264528,17.5859125055868
P0283,Product 283 with features like ['reliable' 'reliable'],25.09343876369375,73.34337337941012,66.09527649150971
P0284,Product 284 with features like ['reliable' 'fast'],25.764082561206276,85.41012626089082,73.45333445111677
P0285,Product 285 with features like ['premium' 'reliable'],62.2556432189129,35.9390812757345,77.92780745355174
P0286,Product 286 with features like ['durable' 'fast'],63.98577516096951,73.6317532659548,93.55321175146948
P0287,Product 287 with features like ['durable' 'fast'],4.617485845122571,55.0529473062424,41.61574008997365
P0288,Product 288 with features like ['reliable' 'reliable'],91.52913762074796,10.755611586812414,67.19746747490383
P0289,Product 289 with features like ['premium' 'premium'],18.282551974232568,91.17560098434663,21.947626478593765
